,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),일 최심신적설(cm),일 최심적설(cm),1시간평균 미세먼지농도(㎍/㎥),y,개봉편수_kor,상영편수_kor,매출액_kor,관객수_kor,점유율_kor,개봉편수_for,상영편수_for,매출액_for,관객수_for,점유율_for,개봉편수_all,상영편수_all,매출액_all,관객수_all,total_cases,new_cases,total_deaths,new_deaths,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred
0,2018-01-20,1.2842105263157892,-3.844210526315788,7.565263157894734,0.0,4.089473684210527,1.4578947368421065,64.48947368421054,0.0,0.0,73.99208860759494,0.0,0.0,23.0,"5,185,645,648","615,954",48.10%,0.0,52.0,"5,547,126,635","664,917",51.90%,0.0,75.0,"10,732,772,283","1,280,871",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2018-01-21,1.3115789473684207,-3.8715789473684206,7.481052631578948,0.0,3.4315789473684193,1.1915789473684208,60.866315789473695,0.0,0.0,60.35294117647059,0.0,0.0,26.0,"4,859,662,600","578,595",48.80%,0.0,55.0,"5,055,412,800","608,086",51.20%,0.0,81.0,"9,915,075,400","1,186,681",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2018-01-22,2.971578947368421,-0.5410526315789471,7.477894736842104,1.304210526315789,6.0884210526315785,2.0263157894736845,65.28210526315793,0.1463157894736842,0.1463157894736842,42.56240369799692,0.0,1.0,27.0,"1,571,629,100","207,824",51.50%,0.0,50.0,"1,483,313,100","195,857",48.50%,1.0,77.0,"3,054,942,200","403,681",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,2018-01-23,-6.051578947368421,-9.615789473684211,0.9536842105263157,0.06421052631578947,7.265263157894737,4.091578947368419,48.290526315789506,0.046315789473684206,0.17052631578947372,21.779160186625194,0.0,1.0,27.0,"1,585,247,700","210,219",51.70%,1.0,58.0,"1,472,570,900","196,435",48.30%,2.0,85.0,"3,057,818,600","406,654",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,2018-01-24,-9.991578947368417,-13.110526315789471,-6.069473684210527,0.20631578947368423,6.877894736842104,3.4600000000000013,41.97684210526318,0.30315789473684207,0.4,21.806015037593983,0.0,5.0,27.0,"1,537,700,100","203,559",52.20%,4.0,63.0,"1,397,108,500","186,699",47.80%,9.0,90.0,"2,934,808,600","390,258",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,2018-01-25,-9.457894736842103,-13.44421052631579,-4.82,0.08736842105263157,6.134736842105263,3.2915789473684223,44.39157894736845,0.1368421052631579,0.4368421052631579,18.76388888888889,0.0,7.0,27.0,"1,528,716,800","202,184",51.70%,20.0,67.0,"1,398,561,100","188,730",48.30%,27.0,94.0,"2,927,277,900","390,914",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,2018-01-26,-9.918947368421057,-13.54736842105263,-5.118947368421052,0.14736842105263154,5.967368421052631,3.311578947368422,46.86736842105267,0.25157894736842107,0.6073684210526316,21.21518987341772,0.0,0.0,28.0,"1,917,304,824","228,399",52.40%,6.0,67.0,"1,711,064,481","207,427",47.60%,6.0,95.0,"3,628,369,305","435,826",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,2018-01-27,-6.658947368421051,-14.096842105263166,0.5799999999999997,0.004210526315789474,4.23894736842105,1.689473684210526,46.53684210526318,0.00631578947368421,0.5631578947368422,27.228706624605678,0.0,0.0,27.0,"4,279,740,438","506,762",52.00%,0.0,63.0,"3,873,572,400","468,507",48.00%,0.0,90.0,"8,153,312,838","975,269",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2018-01-28,-2.503157894736843,-5.678947368421053,1.957894736842105,0.06736842105263158,6.148421052631579,2.825263157894736,42.64421052631581,0.005263157894736842,0.4263157894736842,24.74884437596302,0.0,0.0,26.0,"4,147,185,200","492,382",53.10%,0.0,60.0,"3,576,502,500","434,345",46.90%,0.0,86.0,"7,723,687,700","926,727",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,2018-01-29,-5.6968421052631575,-9.06947368421053,-1.4915789473684218,0.15473684210526317,6.622105263157896,3.109473684210527,47.88631578947372,0.19578947368421054,0.5389473684210526,33.22205438066465,0.0,1.0,28.0,"1,394,728,300","186,720",57.50%,0.0,60.0,"1,037,176,200","138,112",42.50%,1.0,88.0,"2,431,904,500","324,832",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,2018-01-30,-4.524210526315789,-11.022105263157894,1.3000000000000003,0.11999999999999998,5.390526315789477,2.050526315789474,56.79157894736843,0.16631578947368422,0.6200000000000001,32.92553191489362,0.0,0.0,31.0,"1,378,395,800","187,682",57.90%,0.0,72.0,"1,006,504,400","136,398",42.10%,0.0,103.0,"2,384,900,200","324,080",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,2018-01-31,-0.9978947368421054,-5.928421052631578,3.8231578947368425,0.056842105263157895,4.016842105263158,1.5336842105263158,55.983157894736856,0.028421052631578948,0.4926315789473685,31.5359765051395,0.0,9.0,30.0,"2,745,267,500","455,528",63.60%,6.0,71.0,"1,574,053,300","260,721",36.40%,15.0,101.0,"4,319,320,800","716,249",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,2018-02-01,-2.0494736842105254,-7.5410526315789435,4.408421052631578,0.0,4.236842105263157,1.6810526315789476,48.99052631578951,0.0,0.3547368421052632,29.927710843373493,0.0,2.0,33.0,"1,566,477,300","209,292",58.50%,13.0,69.0,"1,112,533,000","148,449",41.50%,15.0,102.0,"2,679,010,300","357,741",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,2018-02-02,-2.3473684210526318,-8.213684210526313,4.3631578947368395,0.015789473684210527,4.582105263157896,1.789473684210526,49.968421052631605,0.02526315789473684,0.12526315789473683,31.040785498489427,0.0,1.0,26.0,"1,872,038,014","225,070",58.10%,3.0,71.0,"1,344,099,923","162,597",41.90%,4.0,97.0,"3,216,137,937","387,667",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,2018-02-03,-4.374736842105262,-7.9442105263157865,-0.7326315789473684,0.3273684210526316,6.948421052631578,3.6747368421052626,52.6621052631579,0.14,0.23052631578947366,28.942942942942942,0.0,0.0,27.0,"3,999,086,828","476,269",57.30%,0.0,71.0,"2,939,606,620","355,427",42.70%,0.0,98.0,"6,938,693,448","831,696",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,2018-02-04,-6.941052631578949,-10.309473684210522,-2.964210526315789,0.6989473684210527,6.627368421052631,3.5378947368421048,48.9442105263158,0.5905263157894738,0.7315789473684211,22.18358208955224,0.0,0.0,28.0,"3,530,953,300","421,020",56.90%,0.0,65.0,"2,648,431,800","319,541",43.10%,0.0,93.0,"6,179,385,100","740,561",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,2018-02-05,-7.172631578947371,-11.588421052631583,-2.5084210526315793,0.43052631578947376,6.723157894736844,3.1094736842105273,48.53263157894738,0.29894736842105263,0.9305263157894736,20.51145038167939,0.0,0.0,31.0,"927,219,100","123,266",54.70%,0.0,64.0,"770,993,800","102,190",45.30%,0.0,95.0,"1,698,212,900","225,456",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,2018-02-06,-7.764210526315789,-12.033684210526312,-3.4410526315789465,0.6557894736842106,6.17578947368421,2.9473684210526314,49.41684210526317,0.7063157894736843,1.6168421052631579,22.861400894187778,0.0,2.0,29.0,"890,095,200","118,936",53.60%,1.0,67.0,"763,766,600","103,027",46.40%,3.0,96.0,"1,653,861,800","221,963",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,2018-02-07,-6.492631578947368,-13.106315789473683,0.07684210526315785,0.42842105263157904,4.6694736842105256,1.8768421052631583,49.4663157894737,0.6357894736842105,2.1768421052631584,24.521084337349397,0.0,1.0,31.0,"817,640,600","110,655",50.80%,6.0,72.0,"801,929,900","107,386",49.30%,7.0,103.0,"1,619,570,500","218,041",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2018-02-08,-3.532631578947368,-10.909473684210527,4.552631578947368,0.2694736842105263,3.741052631578949,1.4094736842105267,48.58210526315791,0.06736842105263158,1.923157894736842,35.68833087149188,0.0,5.0,33.0,"1,640,558,700","219,563",71.70%,15.0,78.0,"628,547,500","86,533",28.30%,20.0,111.0,"2,269,106,200","306,096",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,2018-02-09,1.4726315789473685,-5.941052631578949,8.502105263157896,0.005263157894736842,4.403157894736843,1.486315789473685,56.00736842105265,0.0,1.5326315789473683,42.50812407680945,0.0,0.0,32.0,"1,922,252,076","233,488",70.60%,1.0,63.0,"779,203,900","97,267",29.40%,1.0,95.0,"2,701,455,976","330,755",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,2018-02-10,1.5442105263157888,-3.738947368421052,6.952631578947372,0.07368421052631578,6.778947368421055,3.069473684210526,51.42315789473689,0.0,0.92,54.16978417266187,0.0,0.0,30.0,"3,987,733,369","476,474",70.10%,1.0,62.0,"1,656,415,500","203,125",29.90%,1.0,92.0,"5,644,148,869","679,599",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2018-02-11,-3.52421052631579,-6.932631578947371,0.22526315789473686,0.6315789473684211,7.301052631578945,3.517894736842105,52.32105263157896,0.3094736842105263,0.6936842105263159,39.884892086330936,0.0,0.0,27.0,"3,692,211,700","442,578",70.20%,0.0,62.0,"1,542,053,700","187,805",29.80%,0.0,89.0,"5,234,265,400","630,383",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,2018-02-12,-3.905263157894737,-8.458947368421054,0.02631578947368421,0.4652631578947367,6.876842105263157,3.482105263157895,56.742105263157896,0.17052631578947366,0.6957894736842106,36.17291066282421,0.0,0.0,32.0,"1,061,224,000","140,771",67.10%,1.0,63.0,"512,811,900","68,879",32.90%,1.0,95.0,"1,574,035,900","209,650",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2018-02-13,-0.47473684210526335,-6.829473684210525,5.150526315789472,0.09052631578947368,6.225263157894738,2.7073684210526308,53.52315789473686,0.07684210526315789,0.6421052631578946,38.03432835820895,0.0,2.0,30.0,"1,092,883,100","144,740",64.30%,4.0,70.0,"591,338,200","80,536",35.80%,6.0,100.0,"1,684,221,300","225,276",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,2018-02-14,4.850526315789472,-2.708421052631579,11.722105263157896,0.0,7.203157894736846,3.053684210526316,62.29578947368426,0.0,0.17894736842105263,51.806259314456035,0.0,5.0,30.0,"2,230,606,600","292,769",29.50%,6.0,72.0,"5,551,854,800","701,314",70.50%,11.0,102.0,"7,782,461,400","994,083",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2018-02-15,2.167368421052632,-2.2547368421052636,7.64,0.0031578947368421056,4.662105263157892,2.130526315789474,45.673684210526346,0.0,0.1463157894736842,36.95050946142649,1.0,1.0,28.0,"3,543,934,900","417,296",39.30%,4.0,67.0,"5,677,779,000","644,953",60.70%,5.0,95.0,"9,221,713,900","1,062,249",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,2018-02-16,1.147368421052632,-4.621052631578947,7.553684210526315,0.0,5.169473684210524,2.0873684210526315,44.928421052631606,0.0,0.12947368421052632,30.08957415565345,1.0,0.0,25.0,"4,889,900,206","570,101",47.70%,0.0,59.0,"5,628,693,870","625,379",52.30%,0.0,84.0,"10,518,594,076","1,195,480",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,2018-02-17,-0.04105263157894731,-4.110526315789471,4.771578947368421,0.0,6.256842105263159,3.022105263157895,32.84947368421054,0.0,0.09473684210526316,32.55021834061135,1.0,0.0,29.0,"5,337,711,634","638,286",43.10%,0.0,69.0,"7,363,424,472","843,678",56.90%,0.0,98.0,"12,701,136,106","1,481,964",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,2018-02-18,1.0694736842105264,-4.172631578947368,6.9778947368421065,0.02421052631578947,3.6684210526315777,1.4578947368421058,35.964210526315796,0.0,0.09157894736842105,27.94574780058651,0.0,0.0,29.0,"3,757,902,000","448,799",39.40%,0.0,64.0,"5,989,352,600","691,046",60.60%,0.0,93.0,"9,747,254,600","1,139,845",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,2018-02-19,2.954736842105263,-2.2073684210526308,9.190526315789475,0.08947368421052632,3.9557894736842107,1.422105263157895,47.88105263157897,0.0,0.08421052631578947,44.228776978417265,0.0,0.0,31.0,"1,164,905,100","156,837",36.00%,0.0,68.0,"2,149,493,600","278,693",64.00%,0.0,99.0,"3,314,398,700","435,530",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,2018-02-20,2.7915789473684214,-3.8052631578947387,9.120000000000003,0.0010526315789473684,4.831578947368424,1.8957894736842111,47.43368421052635,0.0,0.056842105263157895,48.54610951008645,0.0,3.0,40.0,"928,458,700","126,701",37.00%,0.0,73.0,"1,649,214,000","215,798",63.00%,3.0,113.0,"2,577,672,700","342,499",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2018-02-21,0.6000000000000001,-3.8010526315789477,5.322105263157894,0.034736842105263156,5.045263157894736,2.3084210526315787,34.50947368421053,0.053684210526315786,0.09157894736842105,27.777611940298506,0.0,1.0,34.0,"787,092,500","106,725",34.00%,7.0,77.0,"1,606,098,300","207,310",66.00%,8.0,111.0,"2,393,190,800","314,035",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2018-02-22,0.6021052631578946,-6.023157894736844,7.172631578947369,0.07684210526315789,5.105263157894735,2.0042105263157897,47.4684210526316,0.021052631578947368,0.11263157894736842,35.681885125184095,0.0,5.0,35.0,"590,698,100","80,806",26.00%,14.0,73.0,"1,773,504,800","229,458",74.00%,19.0,108.0,"2,364,202,900","310,264",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,2018-02-23,4.352631578947369,-2.5642105263157893,10.177894736842106,0.8778947368421053,5.429473684210527,2.258947368421053,65.81789473684213,0.15578947368421053,0.2136842105263158,58.36538461538461,0.0,2.0,35.0,"688,843,035","85,466",23.60%,0.0,85.0,"2,365,388,795","276,102",76.40%,2.0,120.0,"3,054,231,830","361,568",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,2018-02-24,4.634736842105265,-0.4631578947368421,10.91578947368421,0.08947368421052632,4.623157894736842,1.8905263157894734,62.213684210526345,0.00631578947368421,0.02947368421052632,54.47161572052402,0.0,0.0,31.0,"1,233,870,442","151,171",21.80%,0.0,77.0,"4,684,129,420","543,791",78.20%,0.0,108.0,"5,917,999,862","694,962",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,2018-02-25,4.026315789473683,-0.726315789473684,10.51894736842105,0.028421052631578944,4.4652631578947375,1.646315789473684,57.93894736842107,0.010526315789473684,0.03263157894736842,34.154848046309695,0.0,0.0,29.0,"1,064,486,200","128,940",20.90%,0.0,81.0,"4,218,859,700","489,273",79.10%,0.0,110.0,"5,283,345,900","618,213",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2018-02-26,3.218947368421054,-3.9915789473684233,11.761052631578945,0.003157894736842105,4.147368421052633,1.4757894736842108,52.949473684210545,0.0,0.005263157894736842,36.30713245997089,0.0,0.0,34.0,"387,390,300","53,336",19.30%,0.0,65.0,"1,730,985,100","223,625",80.70%,0.0,99.0,"2,118,375,400","276,961",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,2018-02-27,5.148421052631579,-2.3905263157894736,12.351578947368424,0.0,4.082105263157894,1.3673684210526316,59.3705263157895,0.0,0.0,49.70962962962963,0.0,2.0,34.0,"409,080,000","56,963",19.90%,0.0,70.0,"1,761,632,000","229,491",80.10%,2.0,104.0,"2,170,712,000","286,454",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,2018-02-28,5.66421052631579,2.3526315789473684,9.279999999999996,29.510526315789473,7.809473684210523,3.103157894736843,81.27684210526319,0.010526315789473684,0.010526315789473684,44.2744014732965,0.0,4.0,35.0,"2,005,468,700","332,881",49.50%,13.0,75.0,"2,151,101,300","339,888",50.50%,17.0,110.0,"4,156,570,000","672,769",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,2018-03-01,2.7989473684210537,-1.6368421052631585,6.628421052631582,1.0905263157894733,9.177894736842106,4.819999999999999,59.348421052631615,0.010526315789473684,0.021052631578947368,33.332784184514004,1.0,1.0,27.0,"3,734,500,800","452,428",51.20%,10.0,73.0,"3,611,446,500","431,694",48.80%,11.0,100.0,"7,345,947,300","884,122",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,2018-03-02,1.3905263157894738,-4.768421052631578,8.806315789473686,0.0,4.755789473684211,1.873684210526317,49.365263157894745,0.0,0.0,41.98093841642229,0.0,2.0,31.0,"1,607,513,567","193,992",53.60%,1.0,70.0,"1,439,716,847","167,870",46.40%,3.0,101.0,"3,047,230,414","361,862",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,2018-03-03,7.518947368421052,-1.2,16.21684210526316,0.05263157894736842,4.554736842105261,1.6600000000000001,58.25789473684212,0.0,0.0,35.92815249266862,0.0,0.0,27.0,"3,197,293,878","382,212",54.90%,1.0,71.0,"2,683,496,738","313,410",45.10%,1.0,98.0,"5,880,790,616","695,622",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,2018-03-04,11.663157894736838,5.930526315789475,17.148421052631583,14.905263157894735,5.882105263157892,2.139999999999999,81.31789473684213,0.0,0.0,22.734076433121018,0.0,0.0,24.0,"2,849,080,100","340,140",56.60%,2.0,71.0,"2,224,557,400","260,297",43.40%,2.0,95.0,"5,073,637,500","600,437",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,2018-03-05,5.564210526315788,2.3031578947368416,11.607368421052634,10.828421052631578,6.52421052631579,3.2631578947368407,81.26000000000003,0.08421052631578947,0.08421052631578947,14.2375,0.0,0.0,36.0,"918,594,300","122,706",58.60%,5.0,63.0,"668,686,400","86,516",41.40%,5.0,99.0,"1,587,280,700","209,222",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,2018-03-06,4.5978947368421075,-0.6400000000000007,11.013684210526316,0.0,4.638947368421055,1.9515789473684209,66.43157894736844,0.0,0.05263157894736842,22.432766615146832,0.0,3.0,32.0,"904,929,700","121,191",59.90%,0.0,66.0,"620,285,300","80,983",40.10%,3.0,98.0,"1,525,215,000","202,174",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,2018-03-07,5.0484210526315785,1.4778947368421058,8.92842105263158,5.927368421052633,5.106315789473685,2.3305263157894744,72.62210526315788,0.0,0.014736842105263158,24.311011904761905,0.0,4.0,33.0,"1,127,544,100","149,963",68.10%,3.0,66.0,"541,569,000","70,256",31.90%,7.0,99.0,"1,669,113,100","220,219",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2018-03-08,3.258947368421053,1.1557894736842107,6.149473684210524,17.35684210526316,5.652631578947367,2.7536842105263153,86.42631578947372,0.19368421052631576,0.19368421052631576,21.45293072824156,0.0,6.0,39.0,"1,079,384,100","143,948",55.50%,12.0,75.0,"886,421,200","115,588",44.50%,18.0,114.0,"1,965,805,300","259,536",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2018-03-09,3.4347368421052638,0.1505263157894736,7.777894736842104,0.10526315789473682,4.373684210526316,1.8052631578947362,75.28000000000003,0.0,0.05789473684210526,34.33233082706767,0.0,4.0,35.0,"1,506,971,600","179,861",59.00%,4.0,69.0,"1,066,168,148","124,798",41.00%,8.0,104.0,"2,573,139,748","304,659",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,2018-03-10,4.676842105263158,-1.177894736842105,11.259999999999996,0.0,4.815789473684211,1.8263157894736832,68.50000000000004,0.0,0.0,31.47982062780269,0.0,0.0,31.0,"3,453,008,900","410,958",60.20%,0.0,72.0,"2,320,616,956","271,370",39.80%,0.0,103.0,"5,773,625,856","682,328",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,2018-03-11,6.275789473684212,0.45368421052631575,13.536842105263158,0.0,4.506315789473685,1.770526315789474,63.02315789473685,0.0,0.0,43.89248895434462,0.0,0.0,31.0,"3,095,812,900","369,078",61.30%,0.0,75.0,"1,974,168,600","232,636",38.70%,0.0,106.0,"5,069,981,500","601,714",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2018-03-12,7.870526315789473,-0.29684210526315796,16.555789473684207,0.0,4.726315789473683,1.6526315789473687,64.46842105263163,0.0,0.0,61.09738372093023,0.0,1.0,34.0,"855,753,800","113,669",63.60%,0.0,64.0,"497,224,200","64,976",36.40%,1.0,98.0,"1,352,978,000","178,645",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,2018-03-13,12.089473684210528,3.486315789473684,19.58842105263159,0.0,5.990526315789473,2.565263157894736,64.30000000000001,0.0,0.0,35.76557863501483,0.0,0.0,35.0,"843,156,200","112,414",64.60%,0.0,73.0,"464,471,000","61,632",35.40%,0.0,108.0,"1,307,627,200","174,046",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2018-03-14,14.970526315789472,7.918947368421053,22.025263157894734,0.00631578947368421,5.290526315789474,2.1978947368421045,67.73157894736848,0.0,0.0,23.074809160305342,0.0,3.0,34.0,"1,556,812,600","204,226",78.20%,3.0,66.0,"431,586,000","56,871",21.80%,6.0,100.0,"1,988,398,600","261,097",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,2018-03-15,12.69473684210526,7.869473684210523,16.096842105263157,25.055789473684207,6.008421052631579,2.227368421052631,91.34526315789476,0.0,0.0,18.479559748427672,0.0,3.0,36.0,"1,287,932,900","171,257",74.50%,12.0,64.0,"437,514,200","58,692",25.50%,15.0,100.0,"1,725,447,100","229,949",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,2018-03-16,5.143157894736842,1.3957894736842111,10.072631578947366,0.6715789473684213,5.929473684210526,3.1336842105263156,70.52315789473687,0.0,0.0,20.289330922242314,0.0,1.0,30.0,"1,951,838,500","233,818",77.30%,3.0,70.0,"571,963,157","68,741",22.70%,4.0,100.0,"2,523,801,657","302,559",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,2018-03-17,5.459999999999999,-1.0694736842105264,12.769473684210526,0.0,4.003157894736842,1.6831578947368422,65.74421052631584,0.0,0.0,22.25,0.0,0.0,29.0,"4,273,778,600","508,539",77.90%,0.0,69.0,"1,208,411,249","144,259",22.10%,0.0,98.0,"5,482,189,849","652,798",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,2018-03-18,8.06736842105263,1.9326315789473674,13.161052631578942,6.60842105263158,3.4831578947368427,1.3189473684210524,77.01052631578948,0.0,0.0,28.965014577259474,0.0,0.0,29.0,"3,830,687,900","455,134",78.20%,0.0,66.0,"1,064,466,300","127,001",21.80%,0.0,95.0,"4,895,154,200","582,135",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,2018-03-19,8.546315789473686,5.609473684210527,11.576842105263157,19.75157894736842,5.947368421052636,2.874736842105263,85.59157894736843,0.0,0.0,19.370235934664247,0.0,0.0,36.0,"1,188,081,000","157,988",78.80%,0.0,62.0,"315,690,200","42,543",21.20%,0.0,98.0,"1,503,771,200","200,531",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,2018-03-20,5.127368421052632,1.6652631578947363,8.58947368421053,1.3484210526315785,7.311578947368424,4.536842105263159,57.443157894736856,0.0,0.0,16.454407294832826,0.0,5.0,40.0,"1,121,380,100","150,090",77.70%,3.0,68.0,"322,902,100","43,003",22.30%,8.0,108.0,"1,444,282,200","193,093",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,2018-03-21,1.7621052631578948,0.21789473684210528,3.643157894736843,8.554736842105262,5.734736842105262,3.151578947368422,82.85368421052635,0.19894736842105265,0.19894736842105265,11.700361010830324,0.0,1.0,34.0,"990,111,500","131,914",47.70%,2.0,70.0,"1,153,127,300","144,366",52.30%,3.0,104.0,"2,143,238,800","276,280",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,2018-03-22,4.903157894736843,0.24105263157894738,11.335789473684214,0.029473684210526322,4.969473684210524,2.2505263157894735,66.1842105263158,0.003157894736842105,0.003157894736842105,23.276629570747218,0.0,5.0,41.0,"951,822,900","127,262",51.60%,12.0,64.0,"936,206,200","119,359",48.40%,17.0,105.0,"1,888,029,100","246,621",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,2018-03-23,6.158947368421051,-0.6915789473684211,13.451578947368418,0.0,4.411578947368419,1.7157894736842112,63.49789473684215,0.0,0.0,39.36363636363637,0.0,0.0,45.0,"1,385,294,500","167,636",52.10%,0.0,66.0,"1,326,885,665","153,846",47.90%,0.0,111.0,"2,712,180,165","321,482",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,2018-03-24,8.912631578947368,1.924210526315789,15.880000000000004,0.0,5.051578947368423,2.0578947368421057,61.111578947368436,0.0,0.0,61.12481857764877,0.0,0.0,32.0,"3,161,296,200","384,559",52.20%,2.0,75.0,"3,023,362,377","352,292",47.80%,2.0,107.0,"6,184,658,577","736,851",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,2018-03-25,10.649473684210523,3.8021052631578947,18.626315789473686,0.0,4.93157894736842,1.942105263157894,63.27157894736844,0.0,0.0,54.741353383458645,0.0,0.0,32.0,"2,845,847,050","346,092",54.50%,0.0,70.0,"2,457,682,000","289,357",45.50%,0.0,102.0,"5,303,529,050","635,449",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
